cancer.sanger.ac.uk,581490
phytozome.jgi.doe.gov,481306
,180350
solgenomics.net,122509
localhost,43229
localhost:8080,30450
jbrowse.org,30397
medicago.jcvi.org,28925
jbrowse.informatics.jax.org,23600
grch37-cancer.sanger.ac.uk,22626
geisha.arizona.edu,16915
www.genome.med.kyoto-u.ac.jp,16742
www.echinobase.org,12208
bipaa.genouest.org,10200
140.120.203.44,9659
www.flyrnai.org,9417
biocomplx.phibred.com,8815
gryc.inra.fr,8310
csbl.bmb.uga.edu,8177
bioinf.gen.tcd.ie,7942
bils-web.imbim.uu.se,7620
dubcovskylab.ucdavis.edu,7244
icebox.lbl.gov,7078
www.sgn.cornell.edu,6061
www.jcvi.org,5226
annotation-prod.scilifelab.se:8080,5177
patricbrc.org,4679
127.0.0.1,4671
ec2-54-193-40-41.us-west-1.compute.amazonaws.com,4379
plmine.mpi-cbg.de:8088,4339
webapollo.vectorbase.org,4159
sanger.kws.de,3789
biocc.hrbmu.edu.cn:82,3580
genomes.missouri.edu:8080,3549
flypeakbase.sysbiol.cam.ac.uk,3501
betula.biosci.helsinki.fi:8080,3468
www.tomatogenome.net,3350
darter2.westga.edu,3318
analysis.archerdx.com,3285
oryzasnp.org,3267
zombie.bioxray.au.dk,3247
url,3126
medicinalplantgenomics.msu.edu,3121
lncrna.big.ac.cn,3109
aura.science.unitn.it,3071
whiteflygenomics.org,2965
jbrowse.jhhlab.tw,2948
chlorella.unl.edu,2928
10.0.0.48,2920
137.224.100.212,2900
aspgd.broadinstitute.org,2876
192.168.56.101,2813
172.20.174.113,2810
genome.igib.res.in,2806
137.189.43.55,2803
133.26.84.46,2764
bang,2748
coffee-genome.org,2590
titin.ucd.ie,2561
jbrowse.brachypodium.org,2532
visual.ic4r.org,2504
www.homd.org,2430
rgv.genouest.org,2265
archer.enzymatics.com,2260
cap.ensemblgenomes.org,2224
crispr.technology,2205
pathos:8080,2178
mirlab.sysu.edu.cn,2119
133.48.62.140,2103
rgd.mcw.edu,2103
jbrowse.genoox.com.s3-website-us-east-1.amazonaws.com,2060
10.0.0.20,2012
www.sunflowergenome.org,1996
ijgvd.megabank.tohoku.ac.jp,1977
planmine.mpi-cbg.de:8088,1957
www.bowhead-whale.org,1882
myers.bioinformatics.nl,1821
biocomp.phibred.com,1772
rio.nzcorp.net,1748
hymenopteragenome.org:8080,1734
apollo.tgac.ac.uk,1668
115.156.239.3,1656
aztec:8080,1656
jbrowse.intranet.dow.com,1648
sgn.cornell.edu,1617
denovo.cnag.cat,1597
dynamix.bzh,1591
staging.wormbase.org,1589
arete,1569
dev.novocraft.com,1560
bioinfo2.ugr.es,1545
141.244.40.209:10005,1502
jbrowse.plantdhs.org,1499
dmb-cosmic.sandbox.sanger.ac.uk,1491
webapollo.bioinformatics.csiro.au,1466
109.105.115.37,1459
mandolin.caltech.edu,1454
192.168.56.102,1441
bioinformatics.forsyth.org,1439
www.chogenome.org,1429
122.224.130.170:8008,1412
10.42.0.1:8050,1389
marinegenomics.oist.jp,1381
solgenomics.wur.nl,1378
235318.ichengyun.net,1336
14.139.59.221,1329
mockler-jbrowse.mocklerlab.org,1324
pathogenseq.lshtm.ac.uk,1320
90.0.0.213,1310
genome.integragen.com,1296
hts-etl-01,1281
jbrowse.gcbi.com.cn,1281
lulab.life.tsinghua.edu.cn,1279
localhost:8090,1278
gbr3,1257
www.rgenome.net,1252
mandolin.caltech.edu:8080,1215
ec2-54-183-226-37.us-west-1.compute.amazonaws.com,1205
sysbio.sysu.edu.cn,1197
mmodev.sb-roscoff.fr,1191
localhost:8888,1190
webapollo.science.uu.nl,1183
genomics.usal.es,1174
pollux:8080,1170
gensas2.bioinfo.wsu.edu:8080,1167
pichiagenome.boku.ac.at,1163
tools.genxpro.net,1152
cgrd.iwhgao.com,1147
gmod-dev.nal.usda.gov:8080,1139
servbio.hpc.ncsu.edu:81,1126
jbrowse.intermine.org,1119
plantgenomics.snu.ac.kr,1118
109.105.115.17,1115
bioinfo.jit.edu.cn,1091
cazy208.afmb.local,1091
moffittdev2.pieriandx.com,1062
202.185.98.27,1058
www.hardwoodgenomics.org,1029
peach.igh.cnrs.fr,1022
jbrowse,1016
localhost:8085,1013
www.genome.arizona.edu,1001
mothra.ornl.gov,998
esharkgenome.imcb.a-star.edu.sg:8000,997
ep.dbcls.jp,995
scripts-dev.jcvi.org,984
10.200.150.118,971
141.244.40.218:10005,960
www.rmbreeding.cn,955
patricbrc.vbi.vt.edu,954
test.apps.lifetechnologies.com,951
diamond.tuebingen.mpg.de,947
cgm.sjtu.edu.cn,946
donald,939
daudin.icmb.utexas.edu,922
retrogenedb.amu.edu.pl,918
10.35.229.18,918
gensas.bioinfo.wsu.edu:8080,916
phytozome-dev.jgi.doe.gov,910
peanutbase.org,902
apollo.nematodegenomes.org,901
epigenomics.fleming.gr,897
planmine-test.mpi-cbg.de:8088,888
jbrowse-test.sgn.cornell.edu,887
bovinegenome.org:8080,886
lis-dev.agron.iastate.edu,882
192.168.10.200,882
www.bioinformatics.nl,880
shoofly.bdgp.berkeley.edu,854
172.32.66.195:8080,853
dnamethylome.org,846
seabassgb.sanbi.ac.za,846
jcvi.org,838
192.168.1.126,832
localhost:84,828
archer.archerdx.com,806
192.168.1.137,803
www.solgenomics.net,799
weatherby.genetics.utah.edu,798
ziggy.dbi.udel.edu,788
10.235.225.248:8080,787
rmbreeding.net,773
scicomp-pc-1-10gb:8088,772
192.168.140.133,768
bcaballi-curation.igs.umaryland.edu,766
133.6.126.90,760
gb.csdb.cn,759
www.wormbase.org,757
hymenopteragenome.org,757
tomatolab.cshl.edu,756
zome-dev.phytozome.net,743
sacibase.ibb.unesp.br,723
sjcbioweb01.driscolls.com,717
archer.dev.enzymatics.com,716
172.26.27.13:8084,712
research.nhgri.nih.gov,711
wolferine.ucd.ie,708
asrp.danforthcenter.org,707
202.97.205.69:84,699
bioinfo5.ugr.es,698
legumeinfo.org,695
192.168.14.34,690
fcgr.memphis.edu,687
10.207.4.138,683
130.56.248.230:8080,678
dash,678
lithium.kaust.edu.sa,675
rhesus.amu.edu.pl,672
192.168.52.169,670
codon.genomics.purdue.edu,668
bugbite.ingm.ad,667
gen100.imb-jena.de,663
asparagus.uga.edu,659
gregorylab.bio.upenn.edu,656
10.114.143.20,650
www.pristionchus.org,647
www.chenlianfu.com:8080,645
172.16.1.36,642
jbrowse.girg.um.edu.my,640
genedenovoweb.ticp.net:81,632
dev2.cassava-genome.cirad.fr,625
www.picb.ac.cn,621
localhost:8000,619
beta.pseudomonas.com,618
www.tongjidmb.com,615
www.naked-mole-rat.org,602
bio.jsm.co.jp,596
urgi161,585
134.192.156.46,580
zed.tacc.utexas.edu,577
dev.banana-genome.cirad.fr,570
gensas.bioinfo.wsu.edu,564
biocenter.sysu.edu.cn,563
bovinegenome.org,561
143.169.52.58,558
ginsengdb.snu.ac.kr,551
cho-epigenome.boku.ac.at,550
botryllus.stanford.edu,546
192.168.5.57,546
bo.csam.montclair.edu,546
sgn-test.sgn.cornell.edu,542
gbrowse2015.biology.gatech.edu,540
localhost:81,538
goblin2.medisapiens.com,537
v22.popgenie.org,536
192.168.1.101,534
192.168.103.9,534
togogenome.org,531
cloud.life.tsinghua.edu.cn,528
123.136.65.117,521
server1.pgb.liv.ac.uk,520
103.18.1.187,518
192.168.7.11,518
150.164.24.16:8888,508
plantsmallrnagenes.psu.edu,506
gbcs-dev,506
bang.enz.local,506
silkbase.ab.a.u-tokyo.ac.jp,501
spruce.plantphys.umu.se:8102,499
localhost:8081,493
agripestbase.org,491
10.0.96.180,490
childslab.plantbiology.msu.edu,487
www.pseudomonas.com,487
192.168.8.246:7777,485
jbrowse.wormbase.org,484
sunflowergenome.org,477
bicresources.jcbose.ac.in,475
sjcchadoweb01.driscolls.com,469
girg.um.edu.my,468
bio-dev.local,464
172.29.4.215:8080,459
gensas2.bioinfo.wsu.edu,457
jjwanglab.org,451
localhost:3080,451
132.236.156.168,449
inb.bsc.es,448
chimayo:8010,446
i.animalgenome.org,441
10.35.229.180,441
jbrowse.big.ac.cn,441
138.102.92.3,431
aiptasia.reefgenomics.org,431
syntheticyeastresource.com,431
www.bioinfor.org,425
petunia-webapollo.sgn.cornell.edu,422
zdglab.iimcb.gov.pl,419
chambo.umd.edu,416
10.55.60.10,416
biobox:90,414
indigo-cultures.cbrc.kaust.edu.sa,411
icebox.lbl.gov:8080,410
eluxt03,407
192.168.1.37,407
im-crop.snu.ac.kr,405
www.syntheticyeastresource.com,401
ec2-54-193-41-226.us-west-1.compute.amazonaws.com,398
192.168.2.17:8080,398
192.168.1.114,398
202.97.205.69:82,397
www.cazy.org,396
moffittdev3.pieriandx.com,389
vollbrechtlab.org,387
145.18.222.224,384
www.xenmine.org,382
gbrowse.bcid.ca,380
bioinfor.org,378
bivouac.rockefeller.edu,372
genomes.missouri.edu,365
jbrowse-hopbase.cgrb.oregonstate.edu,363
138.4.136.220,362
eco-blast1:8080,361
172.16.1.23,361
10.71.224.80:8080,361
dev.wormbase.org:9003,360
evolve.bio.titech.ac.jp,358
webblast.ipk-gatersleben.de,358
www.cgr.liv.ac.uk,354
172.16.1.164,352
knowpulse.usask.ca,350
antgenomes.org,350
rcshige3.nig.ac.jp,350
beetlebase.org,349
pdev-bac.ncgr.org,348
www.rosaceae.org,347
hastings.hmgc.mcw.edu,347
www.patric.local:3000,346
150.254.121.200,344
140.113.111.166,341
birdbeta.isisph.com,341
192.168.1.7,340
129.130.90.211,340
marmome-dev,340
furlonglab.embl.de,339
amereslab.imba.oeaw.ac.at,339
141.244.140.101,338
informatics,336
meta.uoregon.edu,336
10.0.0.253,334
webapollo.lepbase.org,334
nfmc.res.in,333
ai-jbrowsedev1.niaid.nih.gov,332
binf1.memphis.edu,330
agripestbase.org:8080,320
jgm-cssc.jax.org,319
weatherby.genetics.utah.edu:8080,318
10.176.253.77,315
cosmic.staging.sanger.ac.uk,315
52.5.56.20,315
tools.psc.riken.jp,313
s-az-archer,313
bioinf.mind.meiji.ac.jp,313
jbrowsephoenix.abudhabi.nyu.edu,312
genomes.chemie.uni-greifswald.de:8080,306
crdd.osdd.net,306
als2077-unix1.science.oregonstate.edu,305
10.0.2.15,304
test.apps.thermofisher.com,304
arkham.exp.dc.uba.ar,302
p53.hydra.mki.co.jp,301
10.10.119.240,296
kitbase.ucdavis.edu,295
epigenome.genetics.uga.edu,295
10.0.0.15,294
160.36.207.15:8888,293
ngs.molgenrug.nl,293
10.6.0.75:8008,293
141.244.134.230,287
besc-portal.ornl.gov,286
10.88.206.59,286
naked-mole-rat.org,284
george.missouri.edu,284
134.99.200.47,282
ts41,281
www.sharezomics.com,281
assay.archerdx.com,280
gwas-browser.nygenome.org,278
210.51.17.102,278
dev.palm-genome.cirad.fr,277
157.92.24.249,277
10.102.20.171:8080,276
bionoob.com,275
epigen-zhong.discovery.wisc.edu,275
genebrowser.lifemodules.org,275
192.168.192.228:8080,274
localhost:88,273
192.168.101.82,273
microbial.biomax.de:8045,273
bdg.hfut.edu.cn,272
147.100.164.47,272
modem.hzau.edu.cn,271
bioinfolab.miamioh.edu,271
127.0.0.1:8080,269
beta.burkholderia.com,269
192.168.1.237,268
chogenome.org,267
ai-geneviewdev1.niaid.nih.gov,267
140.123.104.107,266
140.109.28.111:61211,266
172.16.0.171:8080,265
omics.genomereport.co.kr,265
jbrowse.insilicogen.com,263
assest.maze.co.jp,263
lis-stage.agron.iastate.edu,262
ec2-52-7-215-89.compute-1.amazonaws.com,262
th89-128.cropsci.uiuc.edu,260
mmb.irbbarcelona.org,260
cnidarians.bu.edu,257
cysteine.dbi.udel.edu,257
jbrowse.wadsworth.org,257
10.75.119.196,257
dev.palm-comparomics.southgreen.fr,256
jbrowse111.tgac.ac.uk,255
smegmatis.wadsworth.org,255
141.244.140.174,254
bioinfo.vanderbilt.edu,252
tomato-webapollo.sgn.cornell.edu,252
10.34.229.84,252
hank.bio.ed.ac.uk,250
sohi.ecology.kyoto-u.ac.jp,249
dictybase.org,249
edgeset.lanl.gov,247
54.199.148.45,246
maize.jcvi.org,244
nicotiana-webapollo.sgn.cornell.edu,244
ec2-54-193-74-199.us-west-1.compute.amazonaws.com,243
kona.nhgri.nih.gov,242
ukapdlnx005.ukapd.astrazeneca.net,242
rpcazy.afmb.univ-mrs.fr,241
cptac.esacinc.com,241
dev.cassava-genome.cirad.fr,240
cgrd.tgir.org,240
cicarvardb.icrisat.org,238
symcent.nibb.ac.jp:8080,238
10.128.48.24:8080,238
seven:8080,237
210.46.85.200,236
163.9.71.34,236
solgenomics.org,235
202.116.74.52,233
microbial.biomax.de:8820,233
10.211.55.6:8080,233
128.192.99.48:8080,229
bioinfo.tsinghua.edu.cn,228
verdant.iplantcollaborative.org,228
ic4r.org,227
amphimedon.qcloud.qcif.edu.au,226
bioweb1.es.dupont.com:1557,225
120.25.220.32:7777,225
bcrf-chlorella.unl.edu,222
srv00.ibbe.cnr.it,222
10.207.4.76,222
www.plabipd.de,221
dev.dhcp.bhsai.net:8023,221
www.jbrowse.br,218
bioinfo.bti.cornell.edu,218
pseudo.brinkman.mbb.sfu.ca,216
192.168.121.127,216
devvirt89,213
palm-genome.cirad.fr,213
jbrowse.fungalgenomes.org,212
binfcalc2.bio.uni-potsdam.de:9988,212
demo3dev.pieriandx.com,212
caesar.dna.affrc.go.jp,211
pfizerdev.bxgenomics.com,211
archeranalysis-prod,211
hidenaga2.nig.ac.jp,210
192.168.123.64,210
mtb.wadsworth.org,210
122.228.158.106,210
apollo.koalagenome.org,209
160.36.205.61:8080,206
gbcs-dev.embl.de,205
browse2.big.ac.cn,205
hardwoodgenomics.org,204
133.6.126.87,204
webapollo-dev:8080,204
moldylunchbox.uchicago.edu,204
jbrowse.sviridis.org,203
mmodev2:8080,203
10.230.9.182,202
dnasubway.iplantcollaborative.org,202
192.168.137.127,202
peanutbase-stage.agron.iastate.edu,202
10.114.143.21,201
tebichi.oist.jp,201
knowpulse2.usask.ca,200
ftp.solgenomics.net,199
www.cbrc.kaust.edu.sa,199
bioinfo.life.hust.edu.cn,198
138.23.56.103,197
10.0.0.193:8080,197
192.168.20.39,195
172.16.1.37,195
webapollo-dev.vectorbase.org:8080,194
functionaldb.genome.ulaval.ca,194
scicomp-pc-1-1:8088,194
jbrowse.labs.intermine.org,193
127.0.0.1:5000,193
scps-web1,193
10.4.4.76,192
amborella.uga.edu,191
ht03.pf.chiba-u.jp,190
localhost:9898,190
orca2.tamu.edu,188
10.0.1.50,188
jbrowse.dobzhanskycenter.org,187
www.maizeinflorescence.org,185
77.235.253.122:8084,185
kyle.hmgc.mcw.edu,185
lifs001.ust.hk,185
thines-lab.senckenberg.de,185
apollo.acnfp.org,184
adenine.bradley.edu,183
markerbase.labkm.net,182
www.solgenomics.org,182
spruce.plantphys.umu.se:8105,181
jbrowse.igs.umaryland.edu,181
stripedbass.animalgenome.org,180
www.medswine.net,179
www.myjbrowse.com,179
xenbase-bio1.ucalgary.ca:8080,176
genomebrowser.picme.at,176
155.41.205.33,176
cbsuss05.tc.cornell.edu,175
