www.wormbase.org,1560385
phytozome.jgi.doe.gov,570163
cancer.sanger.ac.uk,553442
solgenomics.net,233809
wormbase.org,171941
,164168
mycobrowser.epfl.ch,131327
rgd.mcw.edu,97155
cucurbitgenomics.org,70949
browse.yeastgenome.org,69572
genome.microbedb.jp,64633
140.120.203.44,56692
jbrowse.org,29096
localhost:8080,24599
localhost,24260
visual.ic4r.org,23315
www.echinobase.org,22308
csbl.bmb.uga.edu,20596
planmine.mpi-cbg.de:8088,20424
bipaa.genouest.org,19274
apollo.wormbase.org,18637
128.32.218.181:7070,18183
jbrowse.southgreen.fr,17608
adenine.bradley.edu,17538
www.immunobase.org,15247
jbrowse.informatics.jax.org,13206
cancer-beta.sanger.ac.uk,12842
glass.phibred.com:8081,12172
marchantia.info,11936
genomevolution.org,11930
localhost:9000,10895
jbrowse.xenbase.org,10739
www.solgenomics.net,9998
staging.wormbase.org,9465
apollo.sgn.cornell.edu,9318
www.heliagene.org,9298
www.hgvd.genome.med.kyoto-u.ac.jp,8972
snp-seek.irri.org,8776
jbrowse.roche.com:8080,8681
pipelines.rgd.mcw.edu,8560
studentpc2:8080,8483
aura.science.unitn.it,8138
jbrowse.intermine.org,8084
matsui-lab.riken.jp,8034
www.yeastgenome.org,7986
epigenome.genetics.uga.edu,7986
www.icugi.org,7851
analysis.archerdx.com,7808
moffitt.pieriandx.com,7792
apollo.vectorbase.org,7620
www.flyrnai.org,7553
192.168.1.76,7314
gryc.inra.fr,7015
cpt.tamu.edu,6940
bioinf.gen.tcd.ie,6743
paramecium.i2bc.paris-saclay.fr,6507
swissregulon.unibas.ch,6125
localhost:8000,6122
medicago.toulouse.inra.fr,6118
pophuman.uab.cat,6117
localhost:8301,6109
cr28603.uzbrussel.be,6108
ivis-dev:8010,6077
plmine.mpi-cbg.de:8088,6052
172.16.0.50,5871
jbrowse-test.xenbase.org,5803
silkbase.ab.a.u-tokyo.ac.jp,5533
marinegenomics.oist.jp,5314
gps.pieriandx.com,5295
localhost:8090,5269
sweetpotato.plantbiology.msu.edu,5227
bbric-pipelines.toulouse.inra.fr,5224
lncrna.big.ac.cn,5114
legumeinfo.org,5067
peanutbase.org,4664
137.189.43.160:8080,4624
d15hswjloo3c4x.cloudfront.net,4556
taurus.mskcc.org,4195
viewer.shigen.info,4170
216.47.151.240:8085,4149
hikakudb.nig.ac.jp,4085
dubcovskylab.ucdavis.edu,4020
www.sgn.cornell.edu,3990
www.t1dbase.org,3975
bioinf.mind.meiji.ac.jp,3881
bioinf.eva.mpg.de,3789
cgm.sjtu.edu.cn,3778
www.bioinfocabd.upo.es,3636
www.niagads.org,3630
192.168.1.115,3539
gph.niid.go.jp,3518
popfly.uab.cat,3455
dev.jbrowse.southgreen.fr,3362
jbrowse.alliancegenome.org,3349
grch37-cancer.sanger.ac.uk,3319
wheat.pw.usda.gov,3262
iris.angers.inra.fr,3255
192.168.3.253,3217
