www.wormbase.org,2000225
cancer.sanger.ac.uk,1941441
phytozome.jgi.doe.gov,1585655
,1565614
solgenomics.net,631570
wormbase.org,230587
rgd.mcw.edu,211523
localhost,203533
mycobrowser.epfl.ch,192223
jbrowse.org,152328
localhost:8080,127600
140.120.203.44,126288
genome.microbedb.jp,108029
cucurbitgenomics.org,88842
browse.yeastgenome.org,81125
medicago.jcvi.org,74816
www.echinobase.org,73987
jbrowse.informatics.jax.org,68612
www.yeastgenome.org,63238
csbl.bmb.uga.edu,60690
bipaa.genouest.org,58200
www.genome.med.kyoto-u.ac.jp,54321
grch37-cancer.sanger.ac.uk,48601
visual.ic4r.org,48125
adenine.bradley.edu,44208
planmine.mpi-cbg.de:8088,43567
www.flyrnai.org,41797
bioinf.gen.tcd.ie,39304
aura.science.unitn.it,38889
geisha.arizona.edu,37817
genomevolution.org,35953
127.0.0.1,29598
jbrowse.southgreen.fr,28080
gryc.inra.fr,27922
www.immunobase.org,27111
analysis.archerdx.com,25920
localhost:8301,23907
glass.phibred.com:8081,23897
dubcovskylab.ucdavis.edu,22960
apollo.wormbase.org,21230
marchantia.info,21162
14.139.59.221,21088
128.32.218.181:7070,20918
patricbrc.org,20874
plmine.mpi-cbg.de:8088,20589
lncrna.big.ac.cn,20322
pipelines.rgd.mcw.edu,20248
www.heliagene.org,19492
jbrowse.xenbase.org,19411
icebox.lbl.gov,18935
www.solgenomics.net,17925
127.0.0.1:8000,17853
biocomplx.phibred.com,17309
jbrowse.intermine.org,17258
epigenome.genetics.uga.edu,17025
betula.biosci.helsinki.fi:8080,16896
localhost:9000,15756
cancer-beta.sanger.ac.uk,15717
ann-nblrrome.tuebingen.mpg.de,15690
annotation-prod.scilifelab.se:8080,15554
www.hgvd.genome.med.kyoto-u.ac.jp,15379
www.sgn.cornell.edu,15203
snp-seek.irri.org,15193
marinegenomics.oist.jp,15149
bils-web.imbim.uu.se,14933
192.168.1.115,14459
aspgd.broadinstitute.org,14225
whiteflygenomics.org,14058
localhost:8090,13808
www.homd.org,13653
staging.wormbase.org,13600
legumeinfo.org,13288
cpt.tamu.edu,13252
agripestbase.org:8080,13206
www.tomatogenome.net,12994
www.actinidia.nz,12931
localhost:3000,12778
paramecium.i2bc.paris-saclay.fr,12407
denovo.cnag.cat,12227
peanutbase.org,12206
localhost:8000,12093
jbrowse.roche.com:8080,11748
matsui-lab.riken.jp,11729
172.20.174.113,11566
apollo.sgn.cornell.edu,11549
localhost:8888,11472
jbrowse.brachypodium.org,11424
www.niagads.org,11331
sanger.kws.de,11089
bbric-pipelines.toulouse.inra.fr,10662
moffitt.pieriandx.com,10535
ijgvd.megabank.tohoku.ac.jp,10479
geco.iplantcollaborative.org,10333
137.189.43.55,9962
www.jcvi.org,9849
dash,9836
bioinf.mind.meiji.ac.jp,9771
medicinalplantgenomics.msu.edu,9442
www.icugi.org,9441
apollo.tgac.ac.uk,9348
oryzasnp.org,9215
cap.ensemblgenomes.org,9213
silkbase.ab.a.u-tokyo.ac.jp,9206
studentpc2:8080,9146
ivis-dev:8010,9056
solgenomics.wur.nl,9011
medicago.toulouse.inra.fr,8961
apollo.vectorbase.org,8752
cr28603.uzbrussel.be,8674
cgm.sjtu.edu.cn,8617
jbrowse.jhhlab.tw,8552
192.168.1.76,8407
genomes.missouri.edu:8080,8338
bioinfo2.ugr.es,8247
zombie.bioxray.au.dk,8242
sweetpotato.plantbiology.msu.edu,8133
gph.niid.go.jp,8103
bioinformatics.forsyth.org,8041
mockler-jbrowse.mocklerlab.org,7993
10.0.0.20,7883
genome.igib.res.in,7873
bioinf.eva.mpg.de,7786
webapollo2.vectorbase.org,7775
137.189.43.160:8080,7764
darter2.westga.edu,7685
www.rosaceae.org,7524
bang,7478
180.208.58.19,7332
lulab.life.tsinghua.edu.cn,7248
pathos:8080,7154
ec2-54-193-40-41.us-west-1.compute.amazonaws.com,7046
swissregulon.unibas.ch,6990
gps.pieriandx.com,6875
hymenopteragenome.org,6866
knowpulse.usask.ca,6847
jbrowse.plantdhs.org,6835
webapollo.bioinformatics.csiro.au,6820
pophuman.uab.cat,6804
10.0.0.48,6738
taurus.mskcc.org,6711
54.85.2.5,6682
gmod-dev.nal.usda.gov:8080,6658
arete,6644
chlorella.unl.edu,6641
bioinfo5.ugr.es,6563
medicago-dev.jcvi.org,6552
viewer.shigen.info,6548
hymenopteragenome.org:8080,6537
jbrowse.girg.um.edu.my,6515
jbrowse,6494
popfly.uab.cat,6468
www.chogenome.org,6402
www.picb.ac.cn,6398
gbr3,6392
www.rgenome.net,6387
dev.jbrowse.southgreen.fr,6384
hikakudb.nig.ac.jp,6375
webapollo.vectorbase.org,6373
jbrowse-test.xenbase.org,6334
crispr.technology,6331
rna.sysu.edu.cn,6176
172.16.0.50,6143
www.pristionchus.org,6125
216.47.151.240:8085,6115
www.sunflowergenome.org,6067
133.26.84.46,6014
192.168.56.102,5994
www.bioinfocabd.upo.es,5888
gbcs-dev,5865
192.168.56.101,5856
biocc.hrbmu.edu.cn:82,5668
sysbio.sysu.edu.cn,5379
jbrowse.intranet.dow.com,5342
localhost:8001,5271
pathogenseq.lshtm.ac.uk,5189
asrp.danforthcenter.org,5171
giavap-genomes.ibpc.fr:8080,5160
rio.nzcorp.net,5111
titin.ucd.ie,4956
jbrowse-test.sgn.cornell.edu,4924
tools.genxpro.net,4923
peach.igh.cnrs.fr,4910
140.113.15.87,4879
apollo.bio.ed.ac.uk,4818
plantgenomics.snu.ac.kr,4751
target.sbg.qb.fcen.uba.ar,4748
www.bowhead-whale.org,4719
patricbrc.vbi.vt.edu,4716
mirlab.sysu.edu.cn,4701
133.48.62.140,4685
mmodev.sb-roscoff.fr,4681
137.224.100.212,4677
sunflowergenome.org,4676
servbio.hpc.ncsu.edu:81,4626
www.t1dbase.org,4591
d15hswjloo3c4x.cloudfront.net,4556
www.peanutbase.org,4552
www.rmbreeding.cn,4546
efam.nzcorp.net,4545
coffee-genome.org,4500
192.168.3.253,4482
blast.ibbr.umd.edu,4468
metazome.jgi.doe.gov,4429
aklppr31.pfr.co.nz.:9080,4413
lotus.au.dk,4402
assay.archerdx.com,4389
imethyl.iwate-megabank.org,4381
www.pseudomonas.com,4372
bang.enz.local,4359
sacibase.ibb.unesp.br,4353
localhost:5800,4294
archer.dev.enzymatics.com,4284
192.248.21.78:8084,4252
phytozome-dev.jgi.doe.gov,4244
genomes.stowers.org,4214
girg.um.edu.my,4210
lipm-browsers.toulouse.inra.fr,4198
furlonglab.embl.de,4187
www.candidagenome.org,4155
albiorix.bioenv.gu.se:8080,4132
fahc.pieriandx.com,4118
genome.integragen.com,4110
iris.angers.inra.fr,4083
wolferine.ucd.ie,4067
