,159.226.89.2,16355
,212.64.228.99,11100
aura.science.unitn.it,141.48.25.71,10320
www.actinidia.nz,202.36.135.22,10254
127.0.0.1:8000,137.131.57.86,8371
ann-nblrrome.tuebingen.mpg.de,192.124.26.250,7384
,202.127.146.194,6919
192.168.1.115,73.34.115.71,6563
,128.252.11.235,5473
,128.252.16.235,4883
aklppr31.pfr.co.nz.:9080,202.36.135.22,4187
,125.99.74.122,3734
,199.253.0.131,3714
plmine.mpi-cbg.de:8088,141.5.11.5,3655
10.0.0.20,213.126.40.250,3617
,202.127.146.193,3530
,206.81.166.225,3379
,210.212.240.146,3284
localhost:8001,84.88.66.194,3175
glass.phibred.com:8081,170.54.118.140,3060
localhost:8080,98.232.231.240,3014
solgenomics.net,111.203.22.24,3010
,150.214.223.200,2972
localhost:8301,128.205.165.195,2886
dash,66.201.45.10,2813
,170.54.118.140,2761
uweb,212.143.99.102,2713
www.yeastgenome.org,152.3.43.180,2708
,159.226.208.134,2661
,222.178.202.48,2614
158.109.215.18,158.109.215.18,2561
ann-nblrrome.tuebingen.mpg.de,90.163.96.246,2531
localhost:8080,67.171.228.119,2509
172.20.174.113,132.183.13.14,2499
,59.50.66.35,2493
137.189.43.55,137.189.43.225,2488
pipelines.rgd.mcw.edu,141.106.71.223,2470
gbcs-dev.embl.de,194.94.44.220,2459
pipelines.rgd.mcw.edu,141.106.71.195,2354
gph.niid.go.jp,202.241.78.236,2343
,82.8.130.68,2334
,61.117.144.227,2296
geco.iplantcollaborative.org,150.135.211.224,2292
,96.36.190.66,2179
solgenomics.net,221.11.67.251,2173
115.145.138.239:8085,115.145.138.237,2157
,148.247.225.20,2143
,130.126.90.67,2130
localhost,137.131.57.86,2119
,76.205.0.8,2040
54.85.2.5,202.36.135.22,1993
visual.ic4r.org,124.16.129.7,1980
10.0.0.48,46.102.226.204,1909
dubcovskylab.ucdavis.edu,58.246.118.135,1879
133.26.84.46,133.26.84.63,1877
oryzasnp.org,202.123.56.189,1867
127.0.0.1,121.192.180.253,1833
192.168.10.222,115.160.249.30,1828
visual.ic4r.org,124.16.129.6,1818
,192.197.71.189,1785
,138.102.77.225,,1769
bang.enz.local,50.205.79.186,1767
,193.48.227.68,1708
sjcbioweb01.driscolls.com,12.130.157.65,1696
gryc.inra.fr,138.102.92.206,,1692
annotation-prod.scilifelab.se:8080,130.238.82.21,1690
,124.65.121.202,1651
hicp.big.ac.cn,124.16.129.8,1634
,148.247.230.253,1630
genomevolution.org,107.217.188.20,1627
localhost:8080,67.171.224.154,1605
137.189.43.160:8080,137.189.43.225,1598
10.88.206.59,115.114.191.92,1595
solgenomics.net,192.114.3.241,1592
,210.72.88.188,1536
,124.17.27.190,1535
coffee-webapollo.sgn.cornell.edu,160.213.240.210,1520
,12.27.71.34,1499
180.208.58.19,180.208.58.86,1499
ann-nblrrome.tuebingen.mpg.de,217.129.133.45,1498
biopvm201.pfr.co.nz:9080,202.36.135.22,1490
localhost:8080,24.22.126.233,1474
10.4.4.74,199.253.0.131,1424
,149.155.223.234,1419
rna.sysu.edu.cn,113.108.133.52,1414
solgenomics.net,137.224.252.13,1405
,192.114.3.241,1398
bang,50.205.79.186,1394
,219.65.96.132,1390
155.253.6.64,155.253.6.254,1365
donking.synpromics.com,5.2.125.15,1352
bipaa.genouest.org,162.38.175.241,1345
localhost,128.206.129.129,1325
solgenomics.net,150.214.223.200,1323
,114.251.216.1,1319
,200.9.237.254,1316
genomevolution.org,14.139.224.50,1298
,164.111.99.105,1295
denovo.cnag.cat,84.88.66.194,1290
,68.207.233.206,1290
analysis.archerdx.com,50.205.79.186,1262
solgenomics.net,137.224.252.11,1251
www.solgenomics.net,210.75.224.52,1245
arete,66.201.45.10,1240
,190.64.49.42,1238
localhost:8301,12.27.71.34,1235
,132.248.32.3,1226
,111.203.22.22,1211
abims.sb-roscoff.fr,193.52.39.1,1196
,114.251.216.5,1182
www.heliagene.org,147.99.102.224,1180
,14.142.109.34,1178
grch37-cancer.sanger.ac.uk,122.193.29.74,1177
192.168.1.115,64.207.28.24,1168
,202.240.72.251,1166
rio.nzcorp.net,199.106.174.8,1160
,123.135.121.240,1160
,128.219.49.14,1141
solgenomics.net,85.115.33.180,1138
,169.237.82.182,1131
192.168.5.57,209.203.104.210,1131
,14.140.99.156,1129
,128.210.122.200,1127
10.69.10.234,211.76.175.169,1124
,202.206.104.13,1101
lotus.au.dk,192.38.47.210,1101
147.99.108.97,147.99.96.44,1093
localhost,133.6.126.87,1089
localhost:8080,61.180.241.38,1088
,130.225.98.207,1080
,181.118.144.200,1073
,141.219.190.114,1070
marinegenomics.oist.jp,203.181.243.17,1066
webapollo2.vectorbase.org,82.8.130.68,1061
solgenomics.net,113.200.245.40,1053
whiteflygenomics.org,128.253.38.9,1052
,200.89.69.48,1052
140.120.203.44,140.120.203.45,1050
www.pristionchus.org,192.124.26.250,1047
solgenomics.net,60.191.1.4,1039
aura.science.unitn.it,141.80.152.121,1028
pipelines.rgd.mcw.edu,141.106.71.183,1024
,75.124.64.231, ,1021
solgenomics.net,113.200.245.37,1017
,130.126.255.37,1017
gbcs-dev,194.94.44.220,1009
localhost,202.41.10.3,1009
localhost,134.53.236.170,1002
,124.16.150.227,1002
solgenomics.net,141.14.218.150,1001
216.47.151.240:8080,143.54.184.149,1001
rgd.mcw.edu,141.106.71.194,1000
,75.140.136.130,1000
10.93.132.25,146.203.130.213,996
,139.214.38.97,994
planmine.mpi-cbg.de:8088,141.5.11.5,993
www.echinobase.org,130.158.222.222,992
bioinf.mind.meiji.ac.jp,133.26.84.63,991
,133.6.138.237,989
,111.203.22.19,987
solgenomics.net,14.139.69.137,987
lis-stage.agron.iastate.edu,129.186.252.13,981
solgenomics.net,128.210.122.200,977
,220.225.126.138,974
,200.10.201.225,970
cancer.sanger.ac.uk,160.190.244.5,969
,171.66.209.130,967
ann-nblrrome.tuebingen.mpg.de,192.124.26.172,963
,111.203.22.17,961
,138.102.77.146,,961
,131.111.185.81,960
www.echinobase.org,193.205.231.8,955
,128.143.235.38,951
pipelines.rgd.mcw.edu,141.106.71.121,951
analysis.archerdx.com,142.196.78.181,950
140.120.203.44,61.141.21.104,948
localhost:8090,128.206.129.147,936
solgenomics.net,155.230.166.83,936
solgenomics.net,31.205.102.1,930
,198.137.20.78,928
,137.224.252.10,919
localhost,208.45.127.69,914
192.168.56.102,24.4.193.190,910
,129.127.100.248,908
rcshige3.nig.ac.jp,133.39.75.72,897
adenine.bradley.edu,130.63.242.188,895
localhost,121.242.99.230,894
solgenomics.net,14.139.61.2,891
solgenomics.net,130.158.209.10,890
,192.240.43.161,888
localhost:8080,128.206.129.129,884
jbrowse.jhhlab.tw,140.113.112.32,884
,133.30.67.34,881
,201.239.216.94,876
,39.109.124.113,875
,50.72.157.83,870
localhost:8080,24.20.15.105,866
cr28603.uzbrussel.be,144.248.22.137,863
,218.2.227.149,858
,14.139.61.2,855
solgenomics.net,212.64.228.98,847
nicotiana-webapollo.sgn.cornell.edu,37.26.227.78, 1,843
lncrna.big.ac.cn,124.16.129.8,831
,129.127.183.13,830
,198.140.178.250,830
localhost,69.29.92.62,830
localhost:8080,4.15.175.190,827
,202.118.160.177,826
10.22.57.121,151.152.101.44,820
aura.science.unitn.it,156.40.216.2,819
solgenomics.net,137.224.252.10,818
bang,50.224.128.202,817
,132.248.13.5,816
210.218.217.106,59.31.178.183,815
bioinfolab.miamioh.edu,134.53.236.170,814
solgenomics.net,131.111.30.34,812
rgd.mcw.edu,141.106.71.146,808
solgenomics.net,143.107.12.70,807
,111.203.22.18,805
,195.37.46.254,804
bioinf.mind.meiji.ac.jp,133.26.84.66,802
,111.203.22.16,800
,164.111.99.106,797
www.bioinfocabd.upo.es,193.147.185.18,791
cancer.sanger.ac.uk,122.193.29.74,790
thoba.sanbi.ac.za:8080,41.164.8.114,789
,12.130.157.65,788
,24.217.25.130,788
,114.251.216.17,787
,75.80.58.70,783
,66.140.111.206,781
phytozome.jgi.doe.gov,165.95.142.210,779
,14.139.196.2,776
,141.14.218.150,772
localhost,12.27.71.34,769
,210.73.154.2,769
192.168.10.200,220.249.79.78,768
134.245.63.238:8080,194.94.191.188,768
192.168.7.11,124.17.27.190,767
,202.127.20.132,764
genome.microbedb.jp,220.227.197.142,764
172.20.174.113,132.183.13.75,763
,218.2.227.150,763
jbrowse.intermine.org,63.224.126.130,763
,199.136.18.128,762
bigyo.btc,160.114.56.223,761
127.0.0.1:8000,75.80.98.164,761
medicago.jcvi.org,114.251.216.5,760
localhost,158.109.124.5,758
,190.70.82.21,756
,202.127.20.52,753
popfly.uab.cat,158.109.215.68,753
solgenomics.net,143.225.130.108,751
,92.169.62.48,750
192.168.56.102,169.229.195.172,748
visual.ic4r.org,140.120.190.159,747
,218.64.216.63,747
jbrowse.org,74.87.24.164,746
,218.2.227.147,743
adenine.bradley.edu,212.87.20.71,740
,128.252.79.225,737
,111.203.22.20,735
genome.microbedb.jp,220.227.97.99,735
,163.7.4.20,733
,133.48.53.66,730
,134.58.253.57,729
solgenomics.net,137.224.252.12,729
gryc.inra.fr,138.102.92.1, 1,721
matsui-lab.riken.jp,134.160.83.77,718
,200.17.239.169,714
,131.111.5.161,712
172.29.4.215:8080,202.123.56.189,710
analysis.archerdx.com,145.88.209.33,707
www.echinobase.org,69.17.215.194,706
,143.234.96.18,703
,192.240.45.26,702
,222.206.22.206,702
,147.162.252.190,697
,200.23.163.254,696
bmi.xmu.edu.cn,121.192.180.253,695
localhost:63342,50.59.3.7,695
solgenomics.net,207.207.127.230,694
biocomplx.phibred.com,170.54.118.141,688
furlonglab.embl.de,194.94.44.220,688
localhost,133.26.84.101,688
,112.23.146.252,688
,96.49.198.118,683
,123.117.38.31,682
,159.226.123.251,681
pichiagenome-ext.boku.ac.at,141.244.131.69,681
solgenomics.net,159.226.89.2,677
www.heliagene.org,161.111.157.145,677
133.26.84.46,133.26.84.66,676
medicago.jcvi.org,219.238.162.174,676
10.46.33.103:8443,115.114.191.92,676
solgenomics.net,123.135.121.247,676
retrogenedb.amu.edu.pl,150.254.120.29,674
solgenomics.net,128.243.2.35,671
solgenomics.net,200.54.96.2,669
115.145.138.237,115.145.138.237,664
,155.230.166.83,663
solgenomics.net,5.126.7.53,662
,202.204.223.1,657
,192.122.250.248,646
solgenomics.net,168.96.15.8,644
,120.137.145.30,644
localhost:3000,94.101.220.16,640
,202.127.20.45,639
solgenomics.net,168.131.114.77,636
,220.249.99.168,635
localhost,133.6.22.8,632
solgenomics.net,143.107.244.90,631
apollo.tgac.ac.uk,149.155.214.109,630
solgenomics.net,14.139.199.11,630
,222.82.116.126,629
medicago.jcvi.org,120.236.174.145,626
phytozome.jgi.doe.gov,141.35.163.35,625
133.26.84.168,133.26.84.63,623
solgenomics.net,132.236.103.150,621
192.168.1.80,86.186.124.39,620
,39.71.27.77,619
,74.131.66.198,618
medicago.jcvi.org,192.146.134.129,616
dev.niagads.org,165.123.13.181,616
,147.99.208.121,,616
,133.48.53.36,615
peanutbase.org,194.27.41.33,612
,24.107.31.34,612
fabienpichon.com,193.50.68.50,609
jbrowse-test.sgn.cornell.edu,132.236.81.253,608
,128.119.55.10,607
,123.135.121.241,606
,221.232.142.53,605
planmine.mpi-cbg.de:8088,134.107.223.130,604
dev.novocraft.com,121.122.4.177,603
,202.127.20.53,602
cap.ensemblgenomes.org,83.83.156.223,602
,60.191.1.4,601
geisha.arizona.edu,128.104.153.178,600
proteinmodelling-server.swan.ac.uk,81.151.174.238,600
,132.248.131.253,599
bioinf.gen.tcd.ie,138.253.197.149,598
,124.165.230.18,598
,201.116.100.115,594
,96.89.24.17,592
tripal.feilab.net,132.236.156.137,592
solgenomics.net,192.124.243.162,590
,133.70.80.82,589
,123.63.203.98,589
210.75.224.168:8080,210.75.224.187,588
