www.wormbase.org,1532145
phytozome.jgi.doe.gov,552930
cancer.sanger.ac.uk,424649
solgenomics.net,223566
,162095
rgd.mcw.edu,90361
mycobrowser.epfl.ch,65027
genome.microbedb.jp,63161
140.120.203.44,53604
cucurbitgenomics.org,49622
browse.yeastgenome.org,46956
jbrowse.org,30116
localhost,25670
localhost:8080,25448
visual.ic4r.org,24705
www.echinobase.org,22410
www.yeastgenome.org,21643
csbl.bmb.uga.edu,21059
bipaa.genouest.org,19411
planmine.mpi-cbg.de:8088,18474
www.immunobase.org,16743
128.32.218.181:7070,16288
jbrowse.southgreen.fr,16093
cancer-beta.sanger.ac.uk,15717
adenine.bradley.edu,14943
glass.phibred.com:8081,14867
apollo.wormbase.org,14395
jbrowse.informatics.jax.org,13303
genomevolution.org,13035
marchantia.info,9814
pipelines.rgd.mcw.edu,9245
www.heliagene.org,9151
jbrowse.intermine.org,9001
www.solgenomics.net,8862
www.hgvd.genome.med.kyoto-u.ac.jp,8772
www.icugi.org,8509
analysis.archerdx.com,8448
matsui-lab.riken.jp,8212
snp-seek.irri.org,8137
aura.science.unitn.it,7897
www.flyrnai.org,7624
epigenome.genetics.uga.edu,7544
jbrowse.roche.com:8080,7363
studentpc2:8080,7344
gryc.inra.fr,7341
localhost:8301,7272
cpt.tamu.edu,7079
staging.wormbase.org,6667
bioinf.gen.tcd.ie,6645
grch37-cancer.sanger.ac.uk,6623
cr28603.uzbrussel.be,6558
216.47.151.240:8085,6096
apollo.sgn.cornell.edu,5959
medicago.toulouse.inra.fr,5912
192.168.1.115,5847
marinegenomics.oist.jp,5774
plmine.mpi-cbg.de:8088,5552
localhost:8000,5421
localhost:8090,5309
legumeinfo.org,5306
jbrowse-test.xenbase.org,5299
apollo.vectorbase.org,5214
swissregulon.unibas.ch,5181
137.189.43.160:8080,5006
192.168.1.76,4920
silkbase.ab.a.u-tokyo.ac.jp,4806
jbrowse.xenbase.org,4699
bbric-pipelines.toulouse.inra.fr,4689
