cancer.sanger.ac.uk,1646647
www.wormbase.org,1559384
,1489861
phytozome.jgi.doe.gov,1280707
solgenomics.net,526355
localhost,192997
rgd.mcw.edu,161163
jbrowse.org,138822
localhost:8080,122654
140.120.203.44,105644
genome.microbedb.jp,77374
medicago.jcvi.org,74816
mycobrowser.epfl.ch,65091
www.echinobase.org,63925
jbrowse.informatics.jax.org,63510
www.yeastgenome.org,63238
csbl.bmb.uga.edu,54887
www.genome.med.kyoto-u.ac.jp,54321
bipaa.genouest.org,52682
cucurbitgenomics.org,49638
grch37-cancer.sanger.ac.uk,48601
browse.yeastgenome.org,46960
visual.ic4r.org,42690
www.flyrnai.org,38697
geisha.arizona.edu,37817
bioinf.gen.tcd.ie,35577
adenine.bradley.edu,35441
aura.science.unitn.it,34753
planmine.mpi-cbg.de:8088,34087
genomevolution.org,31910
127.0.0.1,28281
gryc.inra.fr,27186
analysis.archerdx.com,23644
www.immunobase.org,22488
jbrowse.southgreen.fr,21633
localhost:8301,21419
dubcovskylab.ucdavis.edu,21164
14.139.59.221,21088
patricbrc.org,20874
glass.phibred.com:8081,19042
icebox.lbl.gov,18935
plmine.mpi-cbg.de:8088,18808
lncrna.big.ac.cn,17336
biocomplx.phibred.com,16951
betula.biosci.helsinki.fi:8080,16856
pipelines.rgd.mcw.edu,16551
128.32.218.181:7070,16288
www.heliagene.org,16096
cancer-beta.sanger.ac.uk,15717
ann-nblrrome.tuebingen.mpg.de,15578
marchantia.info,15542
127.0.0.1:8000,15499
bils-web.imbim.uu.se,14933
www.solgenomics.net,14540
192.168.1.115,14459
apollo.wormbase.org,14396
aspgd.broadinstitute.org,14225
jbrowse.intermine.org,14129
annotation-prod.scilifelab.se:8080,13968
whiteflygenomics.org,13949
epigenome.genetics.uga.edu,13567
marinegenomics.oist.jp,13533
localhost:8090,13248
agripestbase.org:8080,13206
www.homd.org,13105
www.actinidia.nz,12931
www.sgn.cornell.edu,12702
www.tomatogenome.net,12601
www.hgvd.genome.med.kyoto-u.ac.jp,12197
172.20.174.113,11566
snp-seek.irri.org,11313
jbrowse.brachypodium.org,11306
sanger.kws.de,11089
legumeinfo.org,11029
localhost:3000,10603
localhost:8888,10602
denovo.cnag.cat,10596
geco.iplantcollaborative.org,10333
cpt.tamu.edu,10044
localhost:8000,9886
www.jcvi.org,9775
staging.wormbase.org,9723
dash,9700
matsui-lab.riken.jp,9619
137.189.43.55,9573
ijgvd.megabank.tohoku.ac.jp,9528
oryzasnp.org,9214
bioinf.mind.meiji.ac.jp,9174
peanutbase.org,9039
solgenomics.wur.nl,9011
medicinalplantgenomics.msu.edu,8686
cap.ensemblgenomes.org,8589
apollo.tgac.ac.uk,8562
jbrowse.jhhlab.tw,8512
www.icugi.org,8509
genomes.missouri.edu:8080,8335
bioinfo2.ugr.es,8247
zombie.bioxray.au.dk,8242
cr28603.uzbrussel.be,8101
jbrowse.roche.com:8080,8047
mockler-jbrowse.mocklerlab.org,7993
bioinformatics.forsyth.org,7904
10.0.0.20,7883
